rank,totalRankScore,totalPriceRankScore,nightlyRateScore,reviewRankScore,rareFindScore,acScore,wifiScore,guestFavoriteScore,superhostScore,id,title,dates,totalPrice,totalPriceRank,nightlyRateRank,reviewScore,reviewScoreString,reviewScoreRank,url,nightlyRateDisplay,nights,nightlyTotalDisplay,nightlyTotalDisplayPercent,cleaningFee,airbnbFee,feeTotal,feePercent,beds,guest_favorite,Wifi,Free parking on premises,TV,Washer,Paid crib - available upon request,Children’s books and toys for ages 2-5 years old,Baby bath - available upon request,Exterior security cameras on property,Carbon monoxide alarm,Smoke alarm,Guest favorite,City skyline view,Mountain view,Kitchen,Dedicated workspace,Shared outdoor pool - available all year, open specific hours, infinity, rooftop,Shared hot tub - open specific hours,Superhost,Shared pool,Private hot tub,55 inch HDTV with Netflix, premium cable,Elevator,Fast wifi – 158 Mbps,Free parking garage on premises – 1 space,60 inch HDTV with Netflix,Free washer – In unit,Portable air conditioning,Pets allowed
33,350,160,0,190,0,0,0,0,0,944246605904336673,Apartment in Bucaramanga,01/18/25 - 01/21/25,123,21,16,4.81,4.81 (47),15,https://www.airbnb.com/rooms/944246605904336673?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,37,3,111,0.9024390243902439,12,0,12,0.0975609756097561,3 beds,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,
34,345,85,0,260,0,0,0,0,0,1058840822126285323,Dome in Bucaramanga,01/18/25 - 01/21/25,208,36,24,5,5.0 (50),1,https://www.airbnb.com/rooms/1058840822126285323?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,60,3,179,0.8605769230769231,0,29,29,0.13942307692307693,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
35,340,105,0,235,0,0,0,0,0,1177682406862661069,Loft in Bucaramanga,01/18/25 - 01/21/25,194,32,25,4.93,4.93 (15),6,https://www.airbnb.com/rooms/1177682406862661069?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,63,3,208,1.0721649484536082,7,0,7,0.03608247422680412,2 beds,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
36,340,110,0,230,0,0,0,0,0,667677702965621944,Condo in Bucaramanga,01/18/25 - 01/21/25,187,31,20,4.92,4.92 (36),7,https://www.airbnb.com/rooms/667677702965621944?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,48,3,144,0.7700534759358288,20,23,43,0.22994652406417113,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,
37,330,70,0,260,0,0,0,0,0,1256216443363206417,Home in Floridablanca,01/18/25 - 01/21/25,260,39,29,5,5.0 (9),1,https://www.airbnb.com/rooms/1256216443363206417?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,74,3,223,0.8576923076923076,0,37,37,0.1423076923076923,6 beds,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
38,325,90,0,235,0,0,0,0,0,732051270064253273,Apartment in Bucaramanga,01/18/25 - 01/21/25,205,35,22,4.93,4.93 (54),6,https://www.airbnb.com/rooms/732051270064253273?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,54,3,162,0.7902439024390244,14,29,43,0.2097560975609756,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
39,320,140,0,180,0,0,0,0,0,53473844,Vacation home in Floridablanca,01/18/25 - 01/21/25,144,25,16,4.74,4.74 (77),17,https://www.airbnb.com/rooms/53473844?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,37,3,111,0.7708333333333334,13,20,33,0.22916666666666666,2 beds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,315,150,0,165,0,0,0,0,0,876596912047259737,Apartment in Bucaramanga,01/18/25 - 01/21/25,137,23,15,4.69,4.69 (54),20,https://www.airbnb.com/rooms/876596912047259737?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,35,3,104,0.7591240875912408,14,19,33,0.24087591240875914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,315,155,0,160,0,0,0,0,0,841422918902754601,Apartment in Floridablanca,01/18/25 - 01/21/25,134,22,13,4.67,4.67 (27),21,https://www.airbnb.com/rooms/841422918902754601?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,32,3,97,0.7238805970149254,18,19,37,0.27611940298507465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,310,50,0,260,0,0,0,0,0,1048472144083872149,Home in Loma Mesa de Ruitoque,01/18/25 - 01/21/25,319,43,31,5,5.0 (3),1,https://www.airbnb.com/rooms/1048472144083872149?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,85,3,256,0.8025078369905956,18,45,63,0.1974921630094044,5 beds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
