rank,totalRankScore,totalPriceRankScore,nightlyRateScore,reviewRankScore,rareFindScore,acScore,wifiScore,guestFavoriteScore,superhostScore,id,title,dates,totalPrice,totalPriceRank,nightlyRateRank,reviewScore,reviewScoreString,reviewScoreRank,url,nightlyRateDisplay,nights,nightlyTotalDisplay,nightlyTotalDisplayPercent,cleaningFee,airbnbFee,feeTotal,feePercent,beds,guest_favorite,Park view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,TV,Refrigerator,Carbon monoxide alarm,Smoke alarm,Guest favorite,Washer,Pets allowed,Hair dryer,Mabe refrigerator,Microwave,Smoking allowed,Free street parking,Air conditioning,Garden view,Exterior security cameras on property,Free washer – In unit,Luggage dropoff allowed,High chair,Courtyard view,Elevator,Free dryer – In unit,Private patio or balcony,Valley view,142 inch HDTV,LG refrigerator,TV with standard cable,Shared hot tub - available all year,open specific hours,Shared sauna,Hot tub,50 inch HDTV with Netflix,Paid dryer – In building,Fast wifi – 321 Mbps,40 inch HDTV,Samsung refrigerator,Long term stays allowed,Pool,Superhost,City skyline view,Dryer,Indoor fireplace,Sauna,HDTV with Netflix,Shared pool,Patio or balcony,Outdoor pool - open specific hours,Free residential garage on premises – 1 space,AC - split type ductless system,Mountain view,Fast wifi – 77 Mbps,Shared hot tub - available all year,Shared outdoor pool - available all year,open specific hours,Free dryer,Fast wifi – 567 Mbps,Paid washer – In building,Free parking garage on premises – 1 space,43 inch HDTV with standard cable,32 inch TV with Netflix,standard cable,Free washer – In building,Fast wifi – 280 Mbps,60 inch HDTV with standard cable,Shared hot tub - open specific hours,34 inch HDTV with standard cable,HDTV with standard cable,Shared outdoor pool - available all year,rooftop,60 inch HDTV with Netflix,standard cable,Shared backyard – Not fully fenced,Fast wifi – 113 Mbps,80 inch HDTV with Chromecast,Netflix,Fast wifi – 296 Mbps,HDTV with Disney+,Roku,Free residential garage on premises,HDTV with premium cable,Netflix,Amazon Prime Video,Disney+,55 inch HDTV with Amazon Prime Video,Netflix,standard cable,Portable air conditioning,32 inch TV with standard cable,Paid street parking off premises,Backyard,Hot tub - open specific hours,HDTV with premium cable,Netflix,Central air conditioning,43 inch HDTV with Netflix,Private backyard – Fully fenced,Private hot tub,32 inch HDTV with Netflix,standard cable,Free driveway parking on premises,Private hot tub - available all year,open 24 hours,Free parking on premises – 1 space,32 inch HDTV,Shared backyard – Fully fenced,32 inch HDTV with premium cable,Fast wifi – 327 Mbps,40 inch HDTV with Amazon Prime Video,Netflix,premium cable,standard cable,Disney+,Fast wifi – 95 Mbps,42 inch HDTV,Fast wifi – 210 Mbps,43 inch HDTV with Amazon Prime Video,Disney+,HBO Max,Netflix,standard cable,Haceb refrigerator,Crib - available upon request,Fast wifi – 83 Mbps,Fast wifi – 52 Mbps,Shared outdoor pool - available all year,open specific hours,heated,50 inch HDTV with Disney+,Netflix,Fast wifi – 94 Mbps,50 inch HDTV,Paid parking on premises,Free dryer – In building,HACEB refrigerator,Fast wifi – 56 Mbps,Paid parking off premises,Children’s books and toys for ages 0-2 years old,2-5 years old,5-10 years old,and 10+ years old,55 inch HDTV with standard cable,Dryer – In unit
57,885,315,0,570,0,0,0,0,0,1100684995371477917,Apartment in Envigado,01/18/25 - 01/21/25,155,52,28,5,5.0 (24),1,https://www.airbnb.com/rooms/1100684995371477917?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,39,3,117,0.7548387097,16,22,38,0.2451612903,2 beds,TRUE,,TRUE,TRUE,TRUE,,TRUE,,FALSE,FALSE,TRUE,,,,,,,,TRUE,,,TRUE,,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,885,325,0,560,0,0,0,0,0,890861671546639693,Apartment in Sabaneta,01/18/25 - 01/21/25,149,50,26,4.97,4.97 (64),3,https://www.airbnb.com/rooms/890861671546639693?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,37,3,110,0.7382550336,18,21,39,0.2617449664,2 double beds,TRUE,,TRUE,TRUE,TRUE,,TRUE,,FALSE,FALSE,TRUE,TRUE,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,885,345,0,540,0,0,0,0,0,1118786046977686904,Apartment in Itagüi,01/18/25 - 01/21/25,138,46,29,4.92,4.92 (24),7,https://www.airbnb.com/rooms/1118786046977686904?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,40,3,119,0.8623188406,0,19,19,0.1376811594,2 beds,TRUE,,TRUE,TRUE,,TRUE,TRUE,,FALSE,FALSE,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,885,470,0,415,0,0,0,0,0,1113916045052059695,Apartment in Envigado,01/18/25 - 01/21/25,95,21,16,,,32,https://www.airbnb.com/rooms/1113916045052059695?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,26,3,78,0.8210526316,5,12,17,0.1789473684,,,,TRUE,TRUE,TRUE,,,,FALSE,FALSE,,,,,,,,,TRUE,,,TRUE,TRUE,,,TRUE,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,880,310,0,570,0,0,0,0,0,1215240162994784824,Apartment in Medellín,01/18/25 - 01/21/25,156,53,29,5,5.0 (11),1,https://www.airbnb.com/rooms/1215240162994784824?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,40,3,119,0.7628205128,15,22,37,0.2371794872,1 bed,TRUE,,TRUE,TRUE,TRUE,,,TRUE,FALSE,FALSE,TRUE,TRUE,,,,,,,TRUE,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,880,355,0,525,0,0,0,0,0,1029560711170787596,Apartment in Itagüi,01/18/25 - 01/21/25,134,44,21,4.89,4.89 (9),10,https://www.airbnb.com/rooms/1029560711170787596?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,32,3,97,0.723880597,18,19,37,0.276119403,,TRUE,,TRUE,TRUE,TRUE,,TRUE,,FALSE,FALSE,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,875,305,0,570,0,0,0,0,0,1076889556347667187,Apartment in Sabaneta,01/18/25 - 01/21/25,158,54,27,5,5.0 (9),1,https://www.airbnb.com/rooms/1076889556347667187?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,38,3,115,0.7278481013,21,22,43,0.2721518987,3 beds,TRUE,,TRUE,TRUE,TRUE,,TRUE,,FALSE,,TRUE,TRUE,,,,,,,,,TRUE,,,,,TRUE,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,875,345,0,530,0,0,0,0,0,53444721,Condo in Itagüi,01/18/25 - 01/21/25,138,46,21,4.9,4.9 (52),9,https://www.airbnb.com/rooms/53444721?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,32,3,96,0.6956521739,25,17,42,0.3043478261,3 beds,TRUE,,TRUE,TRUE,,,,,FALSE,FALSE,TRUE,,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,870,300,0,570,0,0,0,0,0,1263233888052673027,Apartment in Sabaneta,01/18/25 - 01/21/25,162,55,29,5,5.0 (4),1,https://www.airbnb.com/rooms/1263233888052673027?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,40,3,121,0.7469135802,18,23,41,0.2530864198,,,,TRUE,TRUE,TRUE,,,,FALSE,FALSE,,,TRUE,,,,,TRUE,,,,,,,,TRUE,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,870,395,0,475,0,0,0,0,0,705312667768260340,Apartment in Itagüi,01/18/25 - 01/21/25,122,36,19,4.78,4.78 (18),20,https://www.airbnb.com/rooms/705312667768260340?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,29,3,87,0.7131147541,20,15,35,0.2868852459,2 double beds,,,TRUE,TRUE,TRUE,,TRUE,,FALSE,FALSE,,TRUE,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,855,285,0,570,0,0,0,0,0,1263769456381535784,Apartment in Medellín,01/18/25 - 01/21/25,169,58,38,5,5.0 (12),1,https://www.airbnb.com/rooms/1263769456381535784?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,50,3,165,0.9763313609,0,21,21,0.124260355,,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,,,,,TRUE,,,TRUE,,TRUE,,,,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,855,310,0,545,0,0,0,0,0,48904782,Loft in Sabaneta,01/18/25 - 01/21/25,156,53,28,4.94,4.94 (151),6,https://www.airbnb.com/rooms/48904782?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,39,3,117,0.75,20,19,39,0.25,2 beds,TRUE,,TRUE,,TRUE,TRUE,,,FALSE,FALSE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,855,320,0,535,0,0,0,0,0,689809736753746885,Loft in Sabaneta,01/18/25 - 01/21/25,152,51,26,4.91,4.91 (92),8,https://www.airbnb.com/rooms/689809736753746885?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,37,3,111,0.7302631579,22,19,41,0.2697368421,2 beds,TRUE,,TRUE,TRUE,TRUE,TRUE,,,FALSE,FALSE,TRUE,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,850,295,0,555,0,0,0,0,0,10450836,Apartment in Medellín,01/18/25 - 01/21/25,163,56,30,4.96,4.96 (25),4,https://www.airbnb.com/rooms/10450836?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,41,3,123,0.754601227,20,20,40,0.245398773,,TRUE,,TRUE,TRUE,,,,,FALSE,FALSE,TRUE,,TRUE,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,850,405,0,445,0,0,0,0,0,897936752987559058,Apartment in Itagüi,01/18/25 - 01/21/25,120,34,15,4.69,4.69 (16),26,https://www.airbnb.com/rooms/897936752987559058?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,25,3,88,0.7333333333,28,17,45,0.375,,,,TRUE,,TRUE,,,,FALSE,FALSE,,,TRUE,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,845,275,0,570,0,0,0,0,0,1141171209844029961,Apartment in Sabaneta,01/18/25 - 01/21/25,175,60,27,5,5.0 (17),1,https://www.airbnb.com/rooms/1141171209844029961?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,38,3,144,0.8228571429,38,22,60,0.3428571429,,TRUE,,TRUE,,TRUE,,,,,,TRUE,,,,,TRUE,,,,,,TRUE,,,,TRUE,,TRUE,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,845,310,0,535,0,0,0,0,0,554545152357403024,Loft in Sabaneta,01/18/25 - 01/21/25,156,53,28,4.91,4.91 (70),8,https://www.airbnb.com/rooms/554545152357403024?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,39,3,117,0.75,20,19,39,0.25,,TRUE,,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,845,390,0,455,0,0,0,0,0,43913728,Apartment in Itagüi,01/18/25 - 01/21/25,123,37,25,4.72,4.72 (18),24,https://www.airbnb.com/rooms/43913728?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,36,3,108,0.8780487805,0,15,15,0.1219512195,3 beds,TRUE,TRUE,TRUE,,TRUE,TRUE,,,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,840,270,0,570,0,0,0,0,0,1276215525694557976,Apartment in Sabaneta,01/18/25 - 01/21/25,178,61,32,5,5.0 (6),1,https://www.airbnb.com/rooms/1276215525694557976?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,44,3,131,0.7359550562,22,25,47,0.2640449438,,TRUE,,TRUE,TRUE,TRUE,,TRUE,,,,TRUE,TRUE,TRUE,,,,,TRUE,,,TRUE,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,840,330,0,510,0,0,0,0,0,1151410939484593475,Loft in Medellín,01/18/25 - 01/21/25,148,49,26,4.86,4.86 (36),13,https://www.airbnb.com/rooms/1151410939484593475?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,37,3,110,0.7432432432,17,21,38,0.2567567568,,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,TRUE,TRUE,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,835,265,0,570,0,0,0,0,0,1150266227444057015,Apartment in Sabaneta,01/18/25 - 01/21/25,179,62,32,5,5.0 (10),1,https://www.airbnb.com/rooms/1150266227444057015?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,44,3,132,0.7374301676,25,22,47,0.2625698324,1 bed,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,TRUE,,TRUE,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,835,420,0,415,0,0,0,0,0,1318101686077656718,Apartment in Sabaneta,01/18/25 - 01/21/25,113,31,20,,New,32,https://www.airbnb.com/rooms/1318101686077656718?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,30,3,90,0.796460177,7,16,23,0.203539823,,,,TRUE,TRUE,TRUE,,TRUE,,FALSE,FALSE,,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,820,250,0,570,0,0,0,0,0,1267397063698233160,Apartment in Itagüi,01/18/25 - 01/21/25,187,65,32,5,5.0 (4),1,https://www.airbnb.com/rooms/1267397063698233160?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,44,3,138,0.7379679144,30,26,56,0.2994652406,,,,TRUE,TRUE,,TRUE,TRUE,,,,,TRUE,TRUE,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,TRUE,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,820,250,0,570,0,0,0,0,0,1198881213534485002,Condo in Itagüi,01/18/25 - 01/21/25,187,65,42,5,5.0 (7),1,https://www.airbnb.com/rooms/1198881213534485002?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,55,3,166,0.8877005348,21,0,21,0.1122994652,,TRUE,,TRUE,TRUE,TRUE,,,,,,TRUE,TRUE,TRUE,,,,,TRUE,,,TRUE,,TRUE,,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,815,255,0,560,0,0,0,0,0,1009614986162695739,Home in Itagüi,01/18/25 - 01/21/25,185,64,41,4.97,4.97 (37),3,https://www.airbnb.com/rooms/1009614986162695739?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,54,3,181,0.9783783784,22,0,22,0.1189189189,3 beds,TRUE,,TRUE,TRUE,,,TRUE,,FALSE,FALSE,TRUE,,TRUE,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,815,290,0,525,0,0,0,0,0,50959813,Apartment in Sabaneta,01/18/25 - 01/21/25,167,57,31,4.89,4.89 (116),10,https://www.airbnb.com/rooms/50959813?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,42,3,126,0.754491018,20,21,41,0.245508982,,TRUE,,TRUE,TRUE,,TRUE,TRUE,,,,TRUE,,,,,,,,,,,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,815,400,0,415,0,0,0,0,0,1299309736173359525,Apartment in Sabaneta,01/18/25 - 01/21/25,121,35,24,,New,32,https://www.airbnb.com/rooms/1299309736173359525?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,35,3,104,0.8595041322,0,17,17,0.1404958678,,,,TRUE,TRUE,,,TRUE,,FALSE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,810,240,0,570,0,0,0,0,0,1242183564615333941,Apartment in Envigado,01/18/25 - 01/21/25,189,67,39,5,5.0 (31),1,https://www.airbnb.com/rooms/1242183564615333941?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,51,3,154,0.8148148148,12,23,35,0.1851851852,,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,,TRUE,TRUE,TRUE,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,805,235,0,570,0,0,0,0,0,1275008737023892445,Apartment in Itagüi,01/18/25 - 01/21/25,190,68,43,5,5.0 (6),1,https://www.airbnb.com/rooms/1275008737023892445?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,56,3,168,0.8842105263,22,0,22,0.1157894737,3 beds,TRUE,,TRUE,TRUE,,,TRUE,,,,TRUE,TRUE,TRUE,TRUE,,,,TRUE,TRUE,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,805,265,0,540,0,0,0,0,0,52950550,Condo in Itagüi,01/18/25 - 01/21/25,179,62,30,4.92,4.92 (37),7,https://www.airbnb.com/rooms/52950550?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,41,3,124,0.6927374302,30,25,55,0.3072625698,,,,TRUE,TRUE,,TRUE,,,FALSE,FALSE,,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,TRUE,,,,,,TRUE,,,,,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,795,225,0,570,0,0,0,0,0,1298208780013674773,Apartment in Itagüi,01/18/25 - 01/21/25,198,70,39,5,5.0 (3),1,https://www.airbnb.com/rooms/1298208780013674773?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,51,3,152,0.7676767677,18,28,46,0.2323232323,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,,,TRUE,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,795,260,0,535,0,0,0,0,0,692607981188945655,Apartment in Sabaneta,01/18/25 - 01/21/25,183,63,32,4.91,4.91 (67),8,https://www.airbnb.com/rooms/692607981188945655?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,44,3,131,0.7158469945,26,26,52,0.2841530055,,TRUE,,TRUE,TRUE,TRUE,TRUE,,,,FALSE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,,,,,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,790,220,0,570,0,0,0,0,0,1194062812773962320,Apartment in Itagüi,01/18/25 - 01/21/25,200,71,44,5,5.0 (5),1,https://www.airbnb.com/rooms/1194062812773962320?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,57,3,172,0.86,0,28,28,0.14,,TRUE,,TRUE,TRUE,,,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,790,230,0,560,0,0,0,0,0,1020436143435914892,Apartment in Sabaneta,01/18/25 - 01/21/25,195,69,37,4.97,4.97 (33),3,https://www.airbnb.com/rooms/1020436143435914892?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,49,3,147,0.7538461538,21,27,48,0.2461538462,,TRUE,,TRUE,,TRUE,TRUE,TRUE,,FALSE,,TRUE,,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,790,330,0,460,0,0,0,0,0,1093569738747659124,Apartment in Sabaneta,01/18/25 - 01/21/25,148,49,33,4.74,4.74 (34),23,https://www.airbnb.com/rooms/1093569738747659124?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,45,3,135,0.9121621622,13,0,13,0.08783783784,,,,TRUE,TRUE,,TRUE,TRUE,TRUE,,,,TRUE,,,,,,,,,TRUE,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,780,365,0,415,0,0,0,0,0,1233984981357791879,Apartment in Itagüi,01/18/25 - 01/21/25,130,42,22,,,32,https://www.airbnb.com/rooms/1233984981357791879?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,33,3,124,0.9538461538,13,18,31,0.2384615385,,,,TRUE,TRUE,TRUE,,,,,,,TRUE,TRUE,TRUE,,,,,,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
