rank,totalRankScore,totalPriceRankScore,nightlyRateScore,reviewRankScore,rareFindScore,acScore,wifiScore,id,title,dates,totalPrice,totalPriceRank,nightlyRateRank,reviewScore,reviewScoreString,reviewScoreRank,url,nightlyRateDisplay,nights,nightlyTotalDisplay,nightlyTotalDisplayPercent,cleaningFee,airbnbFee,feeTotal,feePercent,beds,rare_find,Kitchen,Fast wifi – 211 Mbps,Dedicated workspace,Free parking on premises,Pets allowed,65 inch HDTV with standard cable,Elevator,Free washer – In unit,Carbon monoxide alarm,Smoke alarm,Wifi,TV,Air conditioning,Refrigerator,HDTV with Netflix,Dryer,Central air conditioning,Luggage dropoff allowed,Hair dryer,Exterior security cameras on property,City skyline view,Mountain view,Fast wifi – 407 Mbps,Shared outdoor pool - available all year,open specific hours,heated,infinity,rooftop,Shared hot tub - available all year,open specific hours,Fast wifi – 447 Mbps,Free carport on premises – 1 space,Shared outdoor pool - available all year,open specific hours,heated,infinity,Paid dryer – In building,Microwave,Valley view,Fast wifi – 213 Mbps,Free street parking,43 inch HDTV with Netflix,Pool,Sauna,55 inch HDTV,Washer,Hot tub,Paid washer – In building,Private patio or balcony,Fast wifi – 293 Mbps,AC - split type ductless system,Fast wifi – 86 Mbps,Shared outdoor pool - available all year,open specific hours,heated,Shared hot tub,Bathtub,Fast wifi – 101 Mbps,Fast wifi – 55 Mbps,Fast wifi – 342 Mbps,Private hot tub,55 inch HDTV with standard cable,Garden view,Fast wifi – 446 Mbps,Private hot tub - available all year,open 24 hours,Fast wifi – 223 Mbps,55 inch HDTV with Netflix,Shared outdoor pool - available all year,open specific hours,heated,infinity,lap pool,rooftop,60 inch HDTV with standard cable,Park view,Shared outdoor pool - available all year,open specific hours,infinity,54 inch HDTV with Netflix,Private hot tub - available all year,Shared pool,Shared sauna,42 inch HDTV with standard cable,Free dryer – In unit,50 inch HDTV,Fast wifi – 560 Mbps,Fast wifi – 576 Mbps,60 inch HDTV with Netflix,Amazon Prime Video,Patio or balcony,Fast wifi – 200 Mbps,HDTV with standard cable,Fast wifi – 567 Mbps,TV with standard cable,HDTV,Free residential garage on premises – 1 space,Free driveway parking on premises – 3 spaces,Free washer – In building,Fast wifi – 300 Mbps,Fast wifi – 327 Mbps,50 inch HDTV with Amazon Prime Video,HBO Max,Netflix,premium cable,Free parking garage on premises – 1 space,Fast wifi – 60 Mbps,Free driveway parking on premises – 1 space,140 inch HDTV with HBO Max,Netflix,DVD player,Fast wifi – 165 Mbps,Fast wifi – 157 Mbps,Shared outdoor pool - available all year,heated,Fast wifi – 506 Mbps,Fast wifi – 328 Mbps,65 inch HDTV with Netflix,65 inch HDTV,Fast wifi – 133 Mbps,Free residential garage on premises,40 inch HDTV with Chromecast,standard cable,42 inch HDTV,Free carport on premises,47 inch TV with standard cable,Fast wifi – 59 Mbps,Long term stays allowed,42 inch HDTV with Netflix,Fast wifi – 413 Mbps,49 inch HDTV with Netflix,HDTV with Netflix,standard cable,Fast wifi – 346 Mbps,Free parking garage on premises,Fast wifi – 237 Mbps,Fast wifi – 378 Mbps,43 inch HDTV,Shared outdoor pool - available all year,open specific hours,Shared outdoor pool - available all year,open specific hours,lap pool,43 inch TV with Disney+,Netflix,Free dryer – In building,Courtyard view,70 inch HDTV with Netflix,standard cable,Fast wifi – 379 Mbps,32 inch HDTV with Fire TV,Netflix,premium cable,50 inch HDTV with Netflix,Fast wifi – 104 Mbps,Shared outdoor pool - available all year,open specific hours,rooftop,43 inch HDTV with Netflix,standard cable,Backyard,High chair,Fast wifi – 302 Mbps,Gym,32 inch HDTV with standard cable,Shared patio or balcony,Fast wifi – 162 Mbps,Fast wifi – 412 Mbps,40 inch TV with Netflix,Washer – In unit,43 inch HDTV with Netflix,standard cable,Disney+,HDTV with Netflix,premium cable,HDTV with standard cable,Amazon Prime Video,Netflix,Portable air conditioning,Fast wifi – 238 Mbps,52 inch HDTV,32 inch HDTV with premium cable,Haceb refrigerator,Paid parking on premises
53,1681,-5,590,560,0,4,532,1108579628995298290,Apartment in Medellín,01/18/25 - 01/21/25,0,134,15,4.79,4.79 (14),21,https://www.airbnb.com/rooms/1108579628995298290?room_types%5B%5D=Entire%20home%2Fapt,42,0,0,NaN,0,0,0,NaN,,53,FALSE,TRUE,,TRUE,,TRUE,,,,FALSE,FALSE,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,1681,-5,615,535,0,4,532,655074143789202087,Loft in Medellín,01/18/25 - 01/21/25,0,134,10,4.73,4.73 (110),26,https://www.airbnb.com/rooms/655074143789202087?room_types%5B%5D=Entire%20home%2Fapt,35,0,0,NaN,0,0,0,NaN,,54,FALSE,TRUE,,TRUE,TRUE,,,TRUE,,,,TRUE,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,1676,-5,520,625,0,4,532,1121102763737335957,Loft in Medellín,01/18/25 - 01/21/25,0,134,29,4.93,4.93 (70),8,https://www.airbnb.com/rooms/1121102763737335957?room_types%5B%5D=Entire%20home%2Fapt,57,0,0,NaN,0,0,0,NaN,,55,FALSE,TRUE,,TRUE,,,,TRUE,,,,TRUE,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,1671,-5,510,630,0,4,532,1064511970836198373,Earthen home in Sabaneta,01/18/25 - 01/21/25,0,134,31,4.94,4.94 (67),7,https://www.airbnb.com/rooms/1064511970836198373?room_types%5B%5D=Entire%20home%2Fapt,61,0,0,NaN,0,0,0,NaN,,56,FALSE,TRUE,,TRUE,TRUE,TRUE,,,,,,TRUE,TRUE,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,1671,-5,540,600,0,4,532,42856469,Apartment in Medellín,01/18/25 - 01/21/25,0,134,25,4.88,4.88 (94),13,https://www.airbnb.com/rooms/42856469?room_types%5B%5D=Entire%20home%2Fapt,53,0,0,NaN,0,0,0,NaN,1 queen bed,57,FALSE,TRUE,,TRUE,,,,TRUE,TRUE,,,TRUE,,,,,,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,1671,-5,615,525,0,4,532,960375010376686041,Apartment in Envigado,01/18/25 - 01/21/25,0,134,10,4.7,4.7 (27),28,https://www.airbnb.com/rooms/960375010376686041?room_types%5B%5D=Entire%20home%2Fapt,35,0,0,NaN,0,0,0,NaN,1 bed,58,FALSE,TRUE,,,,,,,,FALSE,FALSE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,1671,-5,655,485,0,4,532,1323305627409536567,Apartment in La Candelaria,01/18/25 - 01/21/25,0,134,2,,New,36,https://www.airbnb.com/rooms/1323305627409536567?room_types%5B%5D=Entire%20home%2Fapt,19,0,0,NaN,0,0,0,NaN,1 bed,59,FALSE,TRUE,,TRUE,,TRUE,,,,FALSE,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,1666,-5,475,660,0,4,532,1194206436421608776,Apartment in Medellín,01/18/25 - 01/21/25,0,134,38,5,5.0 (9),1,https://www.airbnb.com/rooms/1194206436421608776?room_types%5B%5D=Entire%20home%2Fapt,75,0,0,NaN,0,0,0,NaN,1 bed,60,FALSE,TRUE,,TRUE,,,,,,,,TRUE,TRUE,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1666,-5,495,640,0,4,532,569013406988758799,Vacation home in El Poblado,01/18/25 - 01/21/25,0,134,34,4.96,4.96 (105),5,https://www.airbnb.com/rooms/569013406988758799?room_types%5B%5D=Entire%20home%2Fapt,65,0,0,NaN,0,0,0,NaN,,61,FALSE,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,1661,-5,520,610,0,4,532,1148562372019029958,Loft in Medellín,01/18/25 - 01/21/25,0,134,29,4.9,4.9 (42),11,https://www.airbnb.com/rooms/1148562372019029958?room_types%5B%5D=Entire%20home%2Fapt,57,0,0,NaN,0,0,0,NaN,,62,FALSE,TRUE,,TRUE,,,,TRUE,,,,TRUE,TRUE,TRUE,,,TRUE,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,1661,-5,610,520,0,4,532,801757991476518498,Loft in Medellín,01/18/25 - 01/21/25,0,134,11,4.68,4.68 (101),29,https://www.airbnb.com/rooms/801757991476518498?room_types%5B%5D=Entire%20home%2Fapt,36,0,0,NaN,0,0,0,NaN,,63,FALSE,TRUE,,TRUE,,TRUE,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,1656,-5,520,605,0,4,532,1117569302011051888,Loft in Medellín,01/18/25 - 01/21/25,0,134,29,4.89,4.89 (44),12,https://www.airbnb.com/rooms/1117569302011051888?room_types%5B%5D=Entire%20home%2Fapt,57,0,0,NaN,0,0,0,NaN,,64,FALSE,TRUE,,TRUE,,,,TRUE,,,,TRUE,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,1656,-5,570,555,0,4,532,942907477792521900,Loft in Medellín,01/18/25 - 01/21/25,0,134,19,4.78,4.78 (60),22,https://www.airbnb.com/rooms/942907477792521900?room_types%5B%5D=Entire%20home%2Fapt,47,0,0,NaN,0,0,0,NaN,,65,FALSE,TRUE,,TRUE,TRUE,,,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,1656,-5,575,550,0,4,532,860884031347733330,Apartment in Medellín,01/18/25 - 01/21/25,0,134,18,4.77,4.77 (35),23,https://www.airbnb.com/rooms/860884031347733330?room_types%5B%5D=Entire%20home%2Fapt,46,0,0,NaN,0,0,0,NaN,1 bed,66,FALSE,TRUE,,TRUE,TRUE,,,TRUE,,FALSE,FALSE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,1651,-5,515,605,0,4,532,9476108,Apartment in Medellín,01/18/25 - 01/21/25,0,134,30,4.89,4.89 (88),12,https://www.airbnb.com/rooms/9476108?room_types%5B%5D=Entire%20home%2Fapt,60,0,0,NaN,0,0,0,NaN,2 king beds,67,FALSE,TRUE,,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,1651,-5,520,600,0,4,532,1116070333783404519,Loft in Medellín,01/18/25 - 01/21/25,0,134,29,4.88,4.88 (59),13,https://www.airbnb.com/rooms/1116070333783404519?room_types%5B%5D=Entire%20home%2Fapt,57,0,0,NaN,0,0,0,NaN,,68,FALSE,TRUE,,TRUE,,,,TRUE,,,,TRUE,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,1646,-5,615,500,0,4,532,930355626691011227,Apartment in Medellín,01/18/25 - 01/21/25,0,134,10,4.6,4.6 (10),33,https://www.airbnb.com/rooms/930355626691011227?room_types%5B%5D=Entire%20home%2Fapt,35,0,0,NaN,0,0,0,NaN,1 bed,69,FALSE,TRUE,,TRUE,,TRUE,,,,FALSE,FALSE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1641,-5,600,510,0,4,532,43639220,Apartment in Medellín,01/18/25 - 01/21/25,0,134,13,4.66,4.66 (29),31,https://www.airbnb.com/rooms/43639220?room_types%5B%5D=Entire%20home%2Fapt,39,0,0,NaN,0,0,0,NaN,,70,FALSE,TRUE,,TRUE,,,,TRUE,,FALSE,FALSE,TRUE,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,1636,-5,480,625,0,4,532,929578134190093631,Cabin in Rionegro,01/18/25 - 01/21/25,0,134,37,4.93,4.93 (177),8,https://www.airbnb.com/rooms/929578134190093631?room_types%5B%5D=Entire%20home%2Fapt,74,0,0,NaN,0,0,0,NaN,,71,FALSE,TRUE,,TRUE,TRUE,TRUE,,,,FALSE,,TRUE,TRUE,,,,,,,,TRUE,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,1636,-5,515,590,0,4,532,918690598142179535,Apartment in Medellín,01/18/25 - 01/21/25,0,134,30,4.85,4.85 (99),15,https://www.airbnb.com/rooms/918690598142179535?room_types%5B%5D=Entire%20home%2Fapt,60,0,0,NaN,0,0,0,NaN,2 double beds,72,FALSE,TRUE,,TRUE,,,,TRUE,TRUE,FALSE,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,1636,-5,520,585,0,4,532,53727061,Loft in Medellín,01/18/25 - 01/21/25,0,134,29,4.84,4.84 (251),16,https://www.airbnb.com/rooms/53727061?room_types%5B%5D=Entire%20home%2Fapt,57,0,0,NaN,0,0,0,NaN,,73,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,1636,-5,525,580,0,4,532,1026734593156548802,Apartment in Medellín,01/18/25 - 01/21/25,0,134,28,4.83,4.83 (30),17,https://www.airbnb.com/rooms/1026734593156548802?room_types%5B%5D=Entire%20home%2Fapt,56,0,0,NaN,0,0,0,NaN,1 bed,74,FALSE,TRUE,,TRUE,,,,,TRUE,FALSE,,TRUE,TRUE,,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,1636,-5,560,545,0,4,532,5587878,Apartment in Medellín,01/18/25 - 01/21/25,0,134,21,4.75,4.75 (134),24,https://www.airbnb.com/rooms/5587878?room_types%5B%5D=Entire%20home%2Fapt,49,0,0,NaN,0,0,0,NaN,1 queen bed,75,FALSE,TRUE,,TRUE,,,,TRUE,TRUE,FALSE,FALSE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,1631,-5,440,660,0,4,532,671120415146658974,Apartment in Envigado,01/18/25 - 01/21/25,0,134,45,5,5.0 (54),1,https://www.airbnb.com/rooms/671120415146658974?room_types%5B%5D=Entire%20home%2Fapt,86,0,0,NaN,0,0,0,NaN,2 beds,76,FALSE,TRUE,,TRUE,,,,,,FALSE,FALSE,,,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,1631,-5,525,575,0,4,532,53965161,Loft in El Poblado,01/18/25 - 01/21/25,0,134,28,4.82,4.82 (227),18,https://www.airbnb.com/rooms/53965161?room_types%5B%5D=Entire%20home%2Fapt,56,0,0,NaN,0,0,0,NaN,,77,FALSE,TRUE,,TRUE,,TRUE,,,,,,TRUE,,,,,,TRUE,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,1626,-5,485,610,0,4,532,669482886216446214,Condo in Medellín,01/18/25 - 01/21/25,0,134,36,4.9,4.9 (150),11,https://www.airbnb.com/rooms/669482886216446214?room_types%5B%5D=Entire%20home%2Fapt,73,0,0,NaN,0,0,0,NaN,2 beds,78,FALSE,TRUE,,TRUE,TRUE,,,TRUE,,,,,TRUE,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,1626,-5,495,600,0,4,532,22166029,Loft in Medellín,01/18/25 - 01/21/25,0,134,34,4.88,4.88 (293),13,https://www.airbnb.com/rooms/22166029?room_types%5B%5D=Entire%20home%2Fapt,65,0,0,NaN,0,0,0,NaN,1 queen bed,79,FALSE,TRUE,,TRUE,,,,TRUE,TRUE,FALSE,FALSE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,1626,-5,580,515,0,4,532,635590060999335806,Apartment in Medellín,01/18/25 - 01/21/25,0,134,17,4.67,4.67 (46),30,https://www.airbnb.com/rooms/635590060999335806?room_types%5B%5D=Entire%20home%2Fapt,44,0,0,NaN,0,0,0,NaN,1 queen bed,80,FALSE,TRUE,,TRUE,,,,TRUE,,FALSE,FALSE,TRUE,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,1621,-5,435,655,0,4,532,980765520111673570,Apartment in Medellín,01/18/25 - 01/21/25,0,134,46,4.99,4.99 (73),2,https://www.airbnb.com/rooms/980765520111673570?room_types%5B%5D=Entire%20home%2Fapt,87,0,0,NaN,0,0,0,NaN,1 queen bed,81,FALSE,TRUE,,TRUE,TRUE,TRUE,,,,FALSE,FALSE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,1621,-5,450,640,0,4,532,963151913312038726,Apartment in Medellín,01/18/25 - 01/21/25,0,134,43,4.96,4.96 (53),5,https://www.airbnb.com/rooms/963151913312038726?room_types%5B%5D=Entire%20home%2Fapt,83,0,0,NaN,0,0,0,NaN,1 king bed,82,FALSE,TRUE,,TRUE,,,,TRUE,TRUE,,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,1621,-5,550,540,0,4,532,871915466418516330,Apartment in Medellín,01/18/25 - 01/21/25,0,134,23,4.74,4.74 (78),25,https://www.airbnb.com/rooms/871915466418516330?room_types%5B%5D=Entire%20home%2Fapt,51,0,0,NaN,0,0,0,NaN,2 beds,83,FALSE,TRUE,,TRUE,,,,TRUE,,,,TRUE,,,,,,,TRUE,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,1616,-5,425,660,0,4,532,1262483004901417654,Apartment in Medellín,01/18/25 - 01/21/25,0,134,48,5,5.0 (7),1,https://www.airbnb.com/rooms/1262483004901417654?room_types%5B%5D=Entire%20home%2Fapt,89,0,0,NaN,0,0,0,NaN,,84,FALSE,TRUE,,,TRUE,,,TRUE,,,,TRUE,TRUE,TRUE,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
